genes troughs peaks
AT3G14930 ZT16 ZT8
AT3G27925 ZT16 ZT0
unknown_1236 ZT4 ZT16
AT3G27820 ZT0 ZT12
AT3G27890 ZT0 ZT12
AT3G16500 ZT12 ZT0
AT3G15050 ZT12 ZT4
AT3G15060 ZT12 ZT0
AT3G15095 ZT4 ZT12
AT3G24110 ZT4 ZT0
AT3G24150 ZT20 ZT4
AT3G24120 ZT8 ZT0
AT3G24170 ZT8 ZT0
AT3G24190 ZT8 ZT4
AT3G21950 ZT0 ZT8
AT3G22104 ZT12 ZT4
AT3G21890 ZT8 ZT0
AT3G22070 ZT12 ZT0
AT3G22060 ZT12 ZT0
AT3G14980 ZT12 ZT20
AT3G15010 ZT20 ZT12
AT3G17440 ZT8 ZT0
AT3G28007 ZT0 ZT8
AT3G28130 ZT0 ZT4
AT3G14450 ZT20 ZT12
AT3G29760 ZT16 ZT4
AT3G15550 ZT0 ZT8
AT3G15570 ZT0 ZT4
AT3G28040 ZT8 ZT0
unknown_1247 ZT20 ZT8
AT3G28150 ZT12 ZT20
AT3G26570 ZT12 ZT4
AT3G26520 ZT16 ZT0
AT3G26590 ZT8 ZT16
AT3G30775 ZT12 ZT0
unknown_1250 ZT0 ZT8
AT2G34900 ZT20 ZT12
AT2G38640 ZT12 ZT4
AT2G28890 ZT20 ZT12
AT2G37950 ZT12 ZT20
AT2G40750 ZT0 ZT12
AT2G32050 ZT12 ZT20
AT2G15630 ZT0 ZT8
AT2G20875 ZT16 ZT4
AT1G62520 ZT12 ZT4
AT1G24340 ZT12 ZT0
AT1G10110 ZT20 ZT8
AT1G11940 ZT4 ZT16
unknown_1280 ZT0 ZT12
AT2G04230 ZT12 ZT20
AT1G05690 ZT8 ZT0
AT1G05740 ZT16 ZT8
AT2G18120 ZT8 ZT0
AT1G14820 ZT4 ZT16
AT1G62840 ZT20 ZT4
AT1G80960 ZT16 ZT4
AT1G10660 ZT8 ZT0
AT1G49620 ZT0 ZT12
AT1G71850 ZT0 ZT12
unknown_1285 ZT4 ZT20
AT1G51430 ZT12 ZT4
AT1G63850 ZT12 ZT4
AT1G78110 ZT8 ZT0
AT1G29440 ZT12 ZT0
AT1G29600 ZT8 ZT20
unknown_1289 ZT8 ZT0
AT1G13290 ZT20 ZT4
AT1G69040 ZT0 ZT8
AT3G16330 ZT8 ZT20
AT3G01330 ZT0 ZT8
AT3G03040 ZT12 ZT0
AT3G10840 ZT8 ZT12
AT3G09490 ZT0 ZT12
AT3G26050 ZT0 ZT8
AT3G28960 ZT12 ZT4
AT3G23200 ZT8 ZT0
AT3G13000 ZT8 ZT20
AT3G16830 ZT8 ZT0
AT3G24890 ZT8 ZT16
unknown_1297 ZT8 ZT0
AT3G14960 ZT4 ZT16
AT3G28620 ZT4 ZT16
AT3G16870 ZT0 ZT12
AT3G16880 ZT8 ZT20
AT3G24840 ZT16 ZT4
AT3G24760 ZT0 ZT16
AT3G24790 ZT16 ZT0
AT3G24830 ZT20 ZT8
AT3G13800 ZT12 ZT20
AT3G13880 ZT4 ZT12
AT3G13860 ZT0 ZT12
AT3G13810 ZT8 ZT0
AT3G26580 ZT0 ZT8
AT3G26600 ZT0 ZT12
AT3G26510 ZT8 ZT0
AT3G26290 ZT0 ZT4
unknown_1312 ZT0 ZT8
AT3G26280 ZT12 ZT4
AT3G26200 ZT12 ZT20
unknown_1314 ZT0 ZT12
AT3G25710 ZT8 ZT0
AT3G25780 ZT0 ZT12
AT3G25740 ZT16 ZT4
AT3G16840 ZT0 ZT4
AT3G16800 ZT12 ZT0
AT3G16850 ZT12 ZT0
AT3G16810 ZT20 ZT4
AT3G13310 ZT0 ZT4
AT3G13230 ZT20 ZT8
AT3G20430 ZT0 ZT8
AT3G20270 ZT12 ZT0
AT3G20440 ZT0 ZT8
AT3G20300 ZT20 ZT4
AT3G20290 ZT12 ZT20
AT3G20330 ZT0 ZT12
AT3G13240 ZT0 ZT8
AT3G12770 ZT4 ZT12
AT3G12800 ZT4 ZT12
AT3G12680 ZT0 ZT16
AT3G12700 ZT0 ZT8
AT3G12710 ZT12 ZT0
AT3G12670 ZT20 ZT4
AT3G12760 ZT8 ZT0
AT3G13330 ZT0 ZT4
AT3G27350 ZT8 ZT0
AT3G27430 ZT0 ZT8
AT3G27420 ZT4 ZT16
AT3G27380 ZT4 ZT16
AT3G27360 ZT0 ZT4
AT3G12750 ZT0 ZT12
AT3G18440 ZT0 ZT8
AT3G18500 ZT0 ZT12
AT3G18510 ZT4 ZT12
AT3G18295 ZT4 ZT16
AT3G18420 ZT0 ZT12
AT3G27400 ZT0 ZT12
AT3G27330 ZT20 ZT8
AT3G27340 ZT12 ZT0
AT3G27390 ZT4 ZT0
AT3G29230 ZT20 ZT4
AT3G29240 ZT8 ZT0
AT3G18710 ZT0 ZT12
AT3G18780 ZT8 ZT0
AT3G18760 ZT0 ZT12
AT3G18680 ZT0 ZT12
unknown_1319 ZT0 ZT12
AT3G23030 ZT8 ZT0
AT3G23050 ZT8 ZT0
AT3G23000 ZT8 ZT0
AT3G23080 ZT12 ZT4
AT3G26950 ZT0 ZT4
AT3G26980 ZT8 ZT16
AT3G27000 ZT0 ZT12
AT3G27020 ZT8 ZT0
AT3G27090 ZT12 ZT0
AT3G27080 ZT0 ZT8
AT3G27050 ZT12 ZT0
AT3G15940 ZT0 ZT8
AT3G15950 ZT12 ZT4
AT3G15900 ZT4 ZT20
AT3G18750 ZT8 ZT0
AT3G26650 ZT8 ZT20
AT3G27060 ZT0 ZT12
AT3G25110 ZT0 ZT12
AT3G25130 ZT4 ZT12
AT3G25140 ZT20 ZT8
AT3G25150 ZT8 ZT0
AT3G25220 ZT0 ZT16
AT3G25170 ZT16 ZT8
AT3G25230 ZT0 ZT4
AT3G26700 ZT8 ZT0
AT3G26630 ZT4 ZT0
AT3G26680 ZT8 ZT16
AT3G26690 ZT8 ZT16
AT3G26740 ZT0 ZT12
AT3G26640 ZT4 ZT16
AT3G28480 ZT0 ZT12
AT3G13030 ZT4 ZT16
AT3G13060 ZT0 ZT12
AT3G12950 ZT4 ZT16
AT3G12960 ZT20 ZT8
AT3G13040 ZT8 ZT0
AT3G12930 ZT0 ZT8
AT3G12920 ZT12 ZT0
AT3G13062 ZT8 ZT0
AT3G17770 ZT8 ZT16
AT3G17780 ZT4 ZT16
AT3G25070 ZT4 ZT20
unknown_1327 ZT16 ZT8
AT3G17120 ZT20 ZT12
AT3G16910 ZT8 ZT12
AT3G16940 ZT8 ZT16
AT3G17060 ZT20 ZT8
AT3G16990 ZT20 ZT12
unknown_1330 ZT16 ZT4
AT3G17170 ZT0 ZT8
AT3G17020 ZT0 ZT8
AT3G17000 ZT8 ZT0
AT3G17100 ZT12 ZT0
AT3G16920 ZT12 ZT0
AT3G18030 ZT8 ZT0
AT3G28450 ZT20 ZT12
AT3G25410 ZT0 ZT12
AT3G25580 ZT20 ZT4
AT3G25530 ZT0 ZT12
AT3G25500 ZT8 ZT16
AT3G25545 ZT20 ZT12
AT3G23210 ZT8 ZT4
AT3G23230 ZT8 ZT0
AT3G23170 ZT0 ZT12
AT3G23280 ZT4 ZT16
AT3G17040 ZT12 ZT4
AT3G25585 ZT8 ZT0
AT3G19810 ZT4 ZT12
AT3G19930 ZT4 ZT16
AT3G21790 ZT4 ZT16
AT3G21750 ZT8 ZT12
AT3G21780 ZT8 ZT0
AT3G21770 ZT4 ZT0
AT3G21865 ZT8 ZT0
AT3G21760 ZT4 ZT12
AT3G21810 ZT4 ZT12
AT3G25400 ZT0 ZT12
AT3G19790 ZT4 ZT12
AT3G19840 ZT0 ZT4
AT3G19850 ZT12 ZT0
AT3G19800 ZT8 ZT0
AT3G19910 ZT4 ZT0
AT3G27570 ZT0 ZT4
AT3G27560 ZT4 ZT16
AT3G20830 ZT0 ZT4
AT3G20730 ZT4 ZT12
AT3G20760 ZT20 ZT4
AT3G20780 ZT0 ZT8
AT3G20800 ZT4 ZT12
AT3G20810 ZT4 ZT12
AT3G20870 ZT4 ZT20
AT3G19860 ZT12 ZT0
AT3G19950 ZT8 ZT0
AT3G27540 ZT16 ZT4
AT3G28940 ZT4 ZT12
AT3G28950 ZT20 ZT12
AT3G28930 ZT0 ZT16
AT3G29030 ZT16 ZT4
AT3G19400 ZT0 ZT8
AT3G19440 ZT0 ZT12
AT3G19350 ZT0 ZT8
AT3G19490 ZT0 ZT8
AT3G19380 ZT8 ZT0
AT3G19450 ZT8 ZT4
AT3G19480 ZT8 ZT20
AT3G21250 ZT8 ZT0
AT3G21300 ZT0 ZT8
AT3G21230 ZT8 ZT16
AT3G21260 ZT12 ZT0
AT3G21200 ZT0 ZT8
AT3G21240 ZT8 ZT16
AT3G16290 ZT0 ZT12
AT3G16220 ZT8 ZT0
AT3G16240 ZT12 ZT0
AT3G16250 ZT0 ZT12
AT3G28970 ZT4 ZT0
AT3G29035 ZT12 ZT0
AT3G26030 ZT12 ZT0
AT3G25910 ZT12 ZT0
AT3G14620 ZT0 ZT12
AT3G25980 ZT20 ZT8
AT3G25890 ZT4 ZT0
AT3G25920 ZT4 ZT20
AT3G25940 ZT20 ZT8
AT3G26085 ZT8 ZT0
AT3G26100 ZT8 ZT20
AT3G26060 ZT4 ZT16
AT3G14580 ZT0 ZT8
AT3G14560 ZT20 ZT4
AT3G14595 ZT12 ZT0
AT3G14750 ZT4 ZT0
AT3G23610 ZT12 ZT0
AT3G23550 ZT12 ZT16
AT3G23590 ZT12 ZT0
AT3G23620 ZT20 ZT8
AT3G23580 ZT20 ZT4
AT3G23640 ZT12 ZT0
AT3G14720 ZT0 ZT12
AT3G14730 ZT4 ZT8
AT3G14570 ZT20 ZT4
AT3G24570 ZT8 ZT16
AT3G24590 ZT0 ZT12
AT3G24550 ZT8 ZT0
AT3G24500 ZT16 ZT12
AT3G24515 ZT0 ZT8
AT3G24495 ZT0 ZT12
AT3G24503 ZT0 ZT12
AT3G18035 ZT0 ZT16
AT3G18160 ZT0 ZT8
AT3G18080 ZT0 ZT8
AT3G18190 ZT20 ZT4
AT3G18165 ZT20 ZT12
AT3G18130 ZT20 ZT4
AT3G17790 ZT0 ZT12
AT3G17820 ZT0 ZT12
AT3G17930 ZT0 ZT20
AT3G17940 ZT0 ZT12
AT3G17910 ZT0 ZT12
AT3G21540 ZT0 ZT8
AT3G21610 ZT4 ZT16
AT3G21630 ZT4 ZT12
AT3G21470 ZT0 ZT12
AT3G21690 ZT8 ZT0
AT3G21670 ZT8 ZT0
AT3G21510 ZT16 ZT4
AT3G21580 ZT0 ZT12
AT3G17800 ZT12 ZT4
AT3G17860 ZT16 ZT0
AT3G29090 ZT0 ZT12
AT3G13980 ZT12 ZT0
AT3G14000 ZT0 ZT8
AT3G13940 ZT0 ZT8
AT3G13930 ZT0 ZT16
AT3G17950 ZT4 ZT0
unknown_1345 ZT0 ZT12
unknown_1346 ZT0 ZT8
AT3G17880 ZT0 ZT12
AT3G17830 ZT0 ZT8
AT3G15680 ZT16 ZT4
AT3G15840 ZT0 ZT8
AT3G15630 ZT4 ZT20
AT3G15730 ZT0 ZT8
AT3G15620 ZT4 ZT0
AT3G27690 ZT16 ZT4
AT3G27660 ZT16 ZT4
AT3G27640 ZT0 ZT12
AT3G27740 ZT20 ZT12
AT3G27770 ZT12 ZT0
unknown_1349 ZT4 ZT16
unknown_1351 ZT12 ZT0
AT3G15850 ZT12 ZT0
AT3G15810 ZT16 ZT4
AT3G15720 ZT0 ZT8
AT3G26782 ZT4 ZT12
AT3G26890 ZT4 ZT20
AT3G15770 ZT12 ZT0
AT3G15610 ZT4 ZT16
AT3G15660 ZT0 ZT8
AT3G15760 ZT12 ZT0
AT3G26900 ZT4 ZT0
AT3G26750 ZT0 ZT8
AT3G16080 ZT20 ZT4
AT3G23330 ZT0 ZT8
AT3G23430 ZT8 ZT0
AT3G23400 ZT0 ZT4
AT3G23390 ZT0 ZT8
AT3G23410 ZT0 ZT4
AT3G26810 ZT8 ZT0
AT3G15970 ZT0 ZT20
AT3G16175 ZT16 ZT0
AT3G22660 ZT20 ZT4
AT3G22840 ZT16 ZT4
AT3G22740 ZT0 ZT8
AT3G22750 ZT8 ZT0
AT3G22760 ZT0 ZT16
AT3G16110 ZT0 ZT12
AT3G16180 ZT4 ZT16
AT3G16050 ZT8 ZT12
AT3G16150 ZT12 ZT4
AT3G17609 ZT8 ZT0
AT3G17510 ZT8 ZT0
AT3G17700 ZT0 ZT12
unknown_1363 ZT8 ZT0
unknown_1364 ZT8 ZT16
AT3G14270 ZT0 ZT8
unknown_1365 ZT0 ZT8
AT3G14230 ZT4 ZT0
AT3G14310 ZT4 ZT16
AT3G14395 ZT16 ZT4
AT3G14410 ZT4 ZT20
AT3G14290 ZT4 ZT16
AT3G14360 ZT4 ZT12
AT3G17470 ZT8 ZT0
AT3G17680 ZT20 ZT8
AT3G15510 ZT8 ZT0
AT3G15390 ZT4 ZT12
AT3G15420 ZT4 ZT16
AT3G15460 ZT0 ZT8
AT3G15357 ZT0 ZT12
AT3G15540 ZT12 ZT4
AT3G15450 ZT12 ZT0
AT3G17590 ZT4 ZT0
AT3G17611 ZT8 ZT0
AT3G17640 ZT0 ZT12
AT3G16780 ZT20 ZT4
AT3G17365 ZT4 ZT8
AT3G16670 ZT12 ZT0
AT3G16690 ZT20 ZT8
AT3G16620 ZT4 ZT0
AT3G16570 ZT8 ZT0
AT3G16740 ZT4 ZT8
AT3G22380 ZT0 ZT16
AT3G22450 ZT4 ZT16
AT3G22290 ZT4 ZT0
AT3G22370 ZT0 ZT8
AT3G22300 ZT0 ZT12
AT3G22440 ZT8 ZT0
AT3G22420 ZT8 ZT0
AT3G17330 ZT12 ZT4
AT3G17340 ZT0 ZT8
AT3G17410 ZT4 ZT0
AT3G06060 ZT12 ZT0
AT3G06070 ZT12 ZT0
AT3G06035 ZT0 ZT12
AT3G06030 ZT0 ZT8
AT3G06080 ZT8 ZT0
AT3G02650 ZT0 ZT8
AT3G02640 ZT20 ZT8
AT3G02530 ZT20 ZT4
AT3G02570 ZT0 ZT12
AT3G02630 ZT0 ZT8
AT3G02520 ZT0 ZT12
AT3G02700 ZT4 ZT0
AT3G02390 ZT0 ZT16
AT3G02450 ZT0 ZT8
AT3G02690 ZT8 ZT0
AT3G02460 ZT12 ZT0
AT3G02380 ZT8 ZT0
AT3G02480 ZT0 ZT8
AT3G02540 ZT12 ZT0
unknown_1374 ZT12 ZT0
AT3G06780 ZT8 ZT0
AT3G06530 ZT0 ZT4
AT3G06500 ZT0 ZT8
AT3G06590 ZT4 ZT16
AT3G06510 ZT8 ZT20
AT3G06570 ZT8 ZT0
AT3G06760 ZT8 ZT0
AT3G06680 ZT20 ZT4
AT3G06770 ZT12 ZT16
AT3G06740 ZT0 ZT4
AT3G06720 ZT8 ZT16
AT3G06700 ZT0 ZT12
AT3G06730 ZT20 ZT8
AT3G06750 ZT8 ZT0
AT3G04210 ZT4 ZT12
AT3G06950 ZT16 ZT8
AT3G06910 ZT8 ZT0
AT3G06930 ZT0 ZT12
AT3G07010 ZT4 ZT20
AT3G06960 ZT8 ZT0
AT3G06980 ZT0 ZT8
AT3G06860 ZT0 ZT12
AT3G06010 ZT12 ZT4
AT3G06020 ZT16 ZT0
AT3G05980 ZT4 ZT8
AT3G05970 ZT4 ZT12
AT3G04350 ZT8 ZT0
AT3G04110 ZT16 ZT8
AT3G04470 ZT12 ZT0
AT3G04400 ZT0 ZT12
AT3G04420 ZT12 ZT4
AT3G04230 ZT20 ZT12
AT3G04120 ZT16 ZT4
AT3G04290 ZT0 ZT8
AT3G04480 ZT16 ZT12
AT3G02990 ZT4 ZT20
AT3G03020 ZT8 ZT16
AT3G02910 ZT4 ZT12
AT3G02920 ZT0 ZT8
AT3G02870 ZT16 ZT4
AT3G02770 ZT4 ZT16
AT3G02740 ZT4 ZT16
AT3G02880 ZT8 ZT0
AT3G03000 ZT4 ZT0
AT3G02830 ZT8 ZT20
AT3G02720 ZT16 ZT4
AT3G04460 ZT4 ZT12
AT3G02820 ZT4 ZT20
AT3G08000 ZT4 ZT12
AT3G07810 ZT0 ZT8
AT3G07870 ZT4 ZT0
AT3G09840 ZT0 ZT12
AT3G09830 ZT0 ZT12
AT3G09810 ZT8 ZT16
AT3G09900 ZT12 ZT0
AT3G09890 ZT20 ZT12
AT3G09820 ZT4 ZT16
AT3G02900 ZT4 ZT20
AT3G08550 ZT0 ZT12
unknown_1385 ZT8 ZT0
AT3G08600 ZT12 ZT0
AT3G08730 ZT16 ZT0
AT3G08580 ZT4 ZT16
AT3G08720 ZT4 ZT12
AT3G08760 ZT0 ZT8
AT3G07860 ZT20 ZT12
AT3G07940 ZT0 ZT8
AT3G08640 ZT20 ZT4
AT3G08650 ZT4 ZT0
AT3G08660 ZT12 ZT0
AT3G09650 ZT0 ZT4
AT3G09690 ZT8 ZT20
AT3G09720 ZT20 ZT4
AT3G09780 ZT4 ZT0
AT3G09480 ZT0 ZT12
AT3G09580 ZT12 ZT0
AT3G09770 ZT12 ZT0
AT3G09630 ZT20 ZT4
AT3G09700 ZT20 ZT12
AT3G09740 ZT4 ZT16
AT3G09540 ZT0 ZT8
AT3G09600 ZT12 ZT0
AT3G11930 ZT12 ZT0
AT3G11800 ZT4 ZT0
AT3G11900 ZT16 ZT4
AT3G05820 ZT16 ZT0
AT3G05880 ZT4 ZT8
AT3G05900 ZT12 ZT0
AT3G05800 ZT4 ZT8
unknown_1391 ZT8 ZT0
AT3G05760 ZT4 ZT0
AT3G05910 ZT12 ZT4
unknown_1392 ZT12 ZT0
AT3G10760 ZT8 ZT0
AT3G10870 ZT0 ZT8
AT3G10770 ZT8 ZT0
AT3G10730 ZT20 ZT12
AT3G10740 ZT12 ZT0
AT3G10850 ZT4 ZT12
AT3G11850 ZT0 ZT8
AT3G11760 ZT12 ZT0
AT3G11770 ZT4 ZT0
AT3G11820 ZT4 ZT12
AT3G11840 ZT4 ZT12
AT3G04710 ZT0 ZT12
AT3G04730 ZT12 ZT0
AT3G04770 ZT20 ZT4
AT3G04550 ZT0 ZT8
AT3G04560 ZT8 ZT0
AT3G04650 ZT0 ZT12
AT3G04670 ZT8 ZT20
AT3G04010 ZT0 ZT8
AT3G04030 ZT0 ZT12
AT3G03990 ZT4 ZT0
AT3G04060 ZT0 ZT8
AT3G03980 ZT4 ZT12
AT3G04000 ZT8 ZT0
AT3G03960 ZT0 ZT4
unknown_1397 ZT4 ZT0
AT3G07190 ZT4 ZT20
AT3G07090 ZT0 ZT4
AT3G07080 ZT0 ZT8
AT3G07270 ZT8 ZT0
AT3G04740 ZT12 ZT0
AT3G03250 ZT0 ZT12
AT3G03190 ZT0 ZT8
AT3G06300 ZT4 ZT12
AT3G02070 ZT4 ZT16
AT3G02040 ZT0 ZT12
AT3G02110 ZT4 ZT0
AT3G02120 ZT20 ZT12
AT3G02060 ZT0 ZT12
AT3G03130 ZT20 ZT8
AT3G03060 ZT0 ZT12
AT3G03170 ZT20 ZT12
AT3G03270 ZT0 ZT12
AT3G06420 ZT8 ZT16
AT3G06330 ZT12 ZT4
AT3G09970 ZT0 ZT12
AT3G10030 ZT12 ZT0
AT3G05630 ZT0 ZT4
AT3G05690 ZT0 ZT12
AT3G05660 ZT20 ZT8
AT3G05650 ZT0 ZT8
AT3G05600 ZT8 ZT20
AT3G05740 ZT20 ZT12
AT3G05590 ZT20 ZT4
AT3G05640 ZT0 ZT8
AT3G06483 ZT4 ZT8
AT3G06410 ZT8 ZT20
AT3G06380 ZT8 ZT0
AT3G06350 ZT8 ZT20
AT3G06470 ZT16 ZT4
AT3G06450 ZT0 ZT8
AT3G10525 ZT8 ZT0
AT3G10520 ZT0 ZT16
AT3G10500 ZT0 ZT16
AT3G10610 ZT20 ZT4
AT3G10420 ZT16 ZT4
AT3G10010 ZT4 ZT20
AT3G10120 ZT12 ZT16
AT3G10080 ZT16 ZT4
AT3G10020 ZT4 ZT8
AT3G09940 ZT4 ZT16
AT3G01430 ZT8 ZT0
AT3G01440 ZT4 ZT12
AT3G10530 ZT0 ZT8
AT3G10690 ZT0 ZT12
AT3G10410 ZT4 ZT12
unknown_1405 ZT16 ZT4
AT3G09320 ZT12 ZT0
AT3G09440 ZT0 ZT12
AT3G08870 ZT0 ZT12
AT3G08950 ZT0 ZT12
AT3G08920 ZT16 ZT8
AT3G08820 ZT20 ZT8
AT3G08940 ZT16 ZT4
AT3G01800 ZT0 ZT12
AT3G01810 ZT16 ZT4
AT3G01820 ZT8 ZT0
AT3G01860 ZT4 ZT20
AT3G01960 ZT0 ZT8
AT3G02010 ZT0 ZT12
AT3G09390 ZT0 ZT12
AT3G07340 ZT12 ZT0
AT3G07360 ZT12 ZT4
AT3G07320 ZT0 ZT8
AT3G07350 ZT12 ZT0
AT3G07310 ZT16 ZT0
AT3G07390 ZT0 ZT12
AT3G07470 ZT4 ZT16
AT3G07540 ZT12 ZT4
AT3G09300 ZT4 ZT16
AT3G09310 ZT0 ZT16
AT3G09410 ZT0 ZT8
AT3G09350 ZT0 ZT12
AT3G09210 ZT0 ZT8
AT3G09250 ZT0 ZT12
AT3G03380 ZT4 ZT0
AT3G03370 ZT12 ZT20
AT3G03360 ZT8 ZT0
AT3G07300 ZT20 ZT12
AT3G07410 ZT4 ZT20
AT3G07520 ZT0 ZT16
AT3G07550 ZT12 ZT16
AT3G07560 ZT8 ZT0
AT3G11710 ZT0 ZT4
AT3G11670 ZT16 ZT4
AT3G11700 ZT8 ZT0
AT3G02290 ZT4 ZT0
AT3G02140 ZT8 ZT0
AT3G04910 ZT4 ZT16
AT3G05030 ZT0 ZT12
AT3G05000 ZT4 ZT12
AT3G04860 ZT4 ZT0
AT3G04840 ZT0 ZT8
AT3G04830 ZT20 ZT12
AT3G11690 ZT16 ZT4
AT3G02170 ZT12 ZT0
AT3G05490 ZT8 ZT0
AT3G05520 ZT0 ZT8
AT3G05560 ZT20 ZT4
AT3G05510 ZT20 ZT12
AT3G05530 ZT8 ZT16
AT3G01350 ZT8 ZT0
AT3G01310 ZT0 ZT8
AT3G02200 ZT12 ZT0
AT3G02300 ZT4 ZT20
AT3G02280 ZT12 ZT0
AT3G02150 ZT8 ZT0
AT3G02190 ZT0 ZT12
AT3G02180 ZT0 ZT12
AT3G02250 ZT0 ZT8
AT3G05470 ZT0 ZT8
AT3G10300 ZT0 ZT8
AT3G10230 ZT12 ZT0
AT3G10220 ZT4 ZT0
AT3G10370 ZT0 ZT8
AT3G10340 ZT8 ZT0
AT3G10320 ZT16 ZT4
AT3G10250 ZT12 ZT0
AT3G01500 ZT8 ZT16
AT3G01640 ZT4 ZT12
AT3G01490 ZT12 ZT0
AT3G01770 ZT4 ZT0
unknown_1413 ZT8 ZT16
AT3G03590 ZT4 ZT20
AT3G03630 ZT0 ZT12
AT3G03640 ZT0 ZT8
AT3G01560 ZT12 ZT0
AT3G01650 ZT12 ZT0
AT3G01660 ZT0 ZT12
AT3G01690 ZT12 ZT20
AT3G01520 ZT4 ZT0
AT3G01550 ZT12 ZT4
AT3G01510 ZT20 ZT12
AT3G01480 ZT12 ZT20
AT3G01540 ZT12 ZT0
AT3G03670 ZT16 ZT4
AT3G08980 ZT20 ZT12
AT3G09010 ZT0 ZT12
AT3G09000 ZT0 ZT8
AT3G03580 ZT0 ZT8
AT3G03560 ZT0 ZT12
AT3G07800 ZT20 ZT12
AT3G07750 ZT0 ZT12
AT3G11410 ZT16 ZT12
AT3G11600 ZT12 ZT0
AT3G11510 ZT20 ZT12
AT3G07565 ZT8 ZT0
AT3G07650 ZT4 ZT20
AT3G07770 ZT0 ZT4
AT3G07790 ZT4 ZT20
AT3G07580 ZT4 ZT16
AT3G07640 ZT4 ZT8
AT3G07630 ZT0 ZT8
AT3G07680 ZT4 ZT12
AT3G07760 ZT8 ZT0
AT3G07670 ZT0 ZT12
AT3G11540 ZT4 ZT20
AT3G01070 ZT12 ZT0
AT3G01280 ZT0 ZT4
AT3G01170 ZT4 ZT12
AT3G01290 ZT4 ZT16
AT3G01060 ZT16 ZT4
AT3G01180 ZT12 ZT4
AT3G01160 ZT0 ZT8
AT3G01140 ZT0 ZT12
AT3G11450 ZT12 ZT20
AT3G11460 ZT4 ZT12
AT3G11490 ZT12 ZT0
AT3G11500 ZT4 ZT16
AT3G11520 ZT20 ZT12
AT3G11580 ZT0 ZT12
unknown_1420 ZT8 ZT20
AT3G05120 ZT4 ZT16
AT3G05130 ZT0 ZT8
AT3G05210 ZT8 ZT20
AT3G05070 ZT4 ZT16
AT3G05290 ZT4 ZT16
AT3G05230 ZT4 ZT12
AT3G05200 ZT4 ZT0
AT3G05090 ZT12 ZT0
AT3G01200 ZT8 ZT16
AT3G05320 ZT8 ZT0
AT3G16360 ZT0 ZT12
AT3G03840 ZT12 ZT0
AT3G03830 ZT12 ZT0
AT3G03890 ZT0 ZT16
unknown_1424 ZT0 ZT4
AT3G03920 ZT20 ZT8
AT3G03770 ZT8 ZT12
AT3G05170 ZT8 ZT16
AT3G05220 ZT4 ZT8
AT3G05250 ZT12 ZT0
AT1G13440 ZT8 ZT4
AT1G13270 ZT4 ZT12
AT1G13260 ZT12 ZT0
AT1G13280 ZT0 ZT12
AT1G69100 ZT16 ZT4
AT1G69080 ZT4 ZT16
AT1G69160 ZT16 ZT0
AT3G16370 ZT12 ZT0
AT3G16320 ZT20 ZT8
AT3G16310 ZT8 ZT0
AT3G16350 ZT0 ZT4
AT1G13470 ZT0 ZT12
AT1G06380 ZT20 ZT8
AT1G06410 ZT12 ZT0
AT1G06400 ZT8 ZT0
AT1G06390 ZT8 ZT0
AT1G17700 ZT12 ZT0
AT1G17745 ZT0 ZT12
AT1G17690 ZT20 ZT4
AT1G13410 ZT0 ZT12
AT1G13450 ZT12 ZT0
AT1G02305 ZT4 ZT0
AT1G02340 ZT12 ZT0
AT1G13910 ZT0 ZT8
AT1G01470 ZT0 ZT8
AT1G01560 ZT4 ZT12
AT1G01620 ZT12 ZT0
AT1G01520 ZT8 ZT0
AT1G01490 ZT12 ZT0
AT1G01500 ZT0 ZT8
AT1G01540 ZT8 ZT0
AT1G01510 ZT8 ZT0
AT1G01550 ZT8 ZT0
AT1G02300 ZT0 ZT8
AT1G02370 ZT0 ZT8
AT1G44090 ZT20 ZT8
AT1G44000 ZT12 ZT0
AT1G19050 ZT12 ZT4
AT1G19100 ZT16 ZT0
AT1G19110 ZT12 ZT0
AT1G19130 ZT4 ZT16
AT1G19140 ZT8 ZT0
AT1G19000 ZT8 ZT0
AT1G19020 ZT4 ZT16
AT1G12580 ZT8 ZT0
AT1G15790 ZT0 ZT12
AT1G15820 ZT16 ZT4
AT1G15830 ZT12 ZT4
AT1G15880 ZT4 ZT0
AT1G15730 ZT16 ZT8
AT1G15740 ZT12 ZT0
AT1G15750 ZT8 ZT0
AT1G15670 ZT12 ZT0
AT1G15870 ZT20 ZT8
AT1G43900 ZT4 ZT16
AT1G43910 ZT8 ZT0
AT1G12520 ZT8 ZT0
AT1G12360 ZT12 ZT20
AT1G12480 ZT16 ZT8
AT1G20430 ZT4 ZT12
AT1G20450 ZT0 ZT8
AT1G20630 ZT0 ZT8
AT1G20510 ZT0 ZT12
AT1G12270 ZT0 ZT8
AT1G12320 ZT8 ZT20
AT1G12500 ZT12 ZT0
AT1G12400 ZT4 ZT12
AT1G12450 ZT4 ZT0
AT1G12280 ZT8 ZT20
AT1G12370 ZT16 ZT0
AT1G20640 ZT16 ZT4
AT1G20650 ZT12 ZT4
AT1G20620 ZT0 ZT8
AT1G35260 ZT0 ZT12
AT1G21270 ZT0 ZT12
AT1G21250 ZT0 ZT12
AT1G20540 ZT12 ZT0
AT1G20530 ZT4 ZT16
AT1G20440 ZT0 ZT8
AT1G20410 ZT0 ZT8
AT1G35340 ZT8 ZT20
